phase,priority,site_num,domain,city,image_path,dimensions,file_size_target,unique,visual_description,status,notes
"3 — Location (city-specific, one per location page)",901,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-10-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 10 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",902,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-11-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 11 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",903,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-12-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 12 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",904,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-13-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 13 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",905,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-14-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 14 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",906,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-15-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 15 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",907,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-16-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 16 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",908,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-17-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 17 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",909,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-18-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 18 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",910,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-19-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 19 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",911,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-20-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 20 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",912,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-21-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 21 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",913,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-22-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 22 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",914,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-23-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 23 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",915,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-24-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 24 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",916,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-25-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 25 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",917,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-26-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 26 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",918,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-27-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 27 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",919,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-28-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 28 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",920,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-29-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 29 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",921,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-30-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 30 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",922,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-31-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 31 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",923,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-32-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 32 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",924,28,durangoleak repairpros.com,Durango,images/locations/neighborhood-33-durango.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Durango neighborhood 33 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",925,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/downtown-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Downtown Pagosa Springs — main street or recognizable landmark,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",926,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/north-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North Pagosa Springs residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",927,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/south-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South Pagosa Springs residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",928,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-04-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 4 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",929,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-05-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 5 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",930,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-06-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 6 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",931,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-07-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 7 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",932,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-08-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 8 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",933,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-09-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 9 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",934,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-10-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 10 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",935,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-11-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 11 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",936,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-12-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 12 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",937,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-13-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 13 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",938,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-14-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 14 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",939,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-15-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 15 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",940,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-16-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 16 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",941,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-17-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 17 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",942,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-18-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 18 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",943,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-19-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 19 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",944,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-20-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 20 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",945,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-21-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 21 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",946,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-22-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 22 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",947,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-23-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 23 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",948,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-24-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 24 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",949,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-25-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 25 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",950,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-26-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 26 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",951,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-27-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 27 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",952,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-28-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 28 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",953,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-29-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 29 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",954,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-30-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 30 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",955,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-31-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 31 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",956,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-32-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 32 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",957,29,pagosasprings leak repairpros.com,Pagosa Springs,images/locations/neighborhood-33-pagosa-springs.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Pagosa Springs neighborhood 33 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",958,30,alamosaleak repairpros.com,Alamosa,images/locations/downtown-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Downtown Alamosa — main street or recognizable landmark,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",959,30,alamosaleak repairpros.com,Alamosa,images/locations/north-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North Alamosa residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",960,30,alamosaleak repairpros.com,Alamosa,images/locations/south-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South Alamosa residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",961,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-04-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 4 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",962,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-05-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 5 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",963,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-06-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 6 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",964,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-07-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 7 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",965,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-08-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 8 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",966,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-09-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 9 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",967,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-10-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 10 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",968,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-11-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 11 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",969,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-12-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 12 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",970,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-13-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 13 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",971,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-14-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 14 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",972,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-15-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 15 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",973,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-16-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 16 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",974,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-17-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 17 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",975,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-18-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 18 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",976,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-19-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 19 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",977,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-20-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 20 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",978,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-21-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 21 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",979,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-22-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 22 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",980,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-23-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 23 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",981,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-24-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 24 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",982,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-25-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 25 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",983,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-26-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 26 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",984,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-27-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 27 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",985,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-28-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 28 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",986,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-29-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 29 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",987,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-30-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 30 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",988,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-31-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 31 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",989,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-32-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 32 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",990,30,alamosaleak repairpros.com,Alamosa,images/locations/neighborhood-33-alamosa.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Alamosa neighborhood 33 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",991,31,lajuntaleak repairpros.com,La Junta,images/locations/downtown-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Downtown La Junta — main street or recognizable landmark,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",992,31,lajuntaleak repairpros.com,La Junta,images/locations/north-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North La Junta residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",993,31,lajuntaleak repairpros.com,La Junta,images/locations/south-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South La Junta residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",994,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-04-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 4 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",995,31,lajuntaleak repairpros.com,La Junta,images/locations/neighborhood-05-la-junta.jpg,800 x 500 px,< 120 KB,YES — must show actual location,La Junta neighborhood 5 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
